Nom de la chaîne,Satellite,Fréquence,Polarisation,Symbol Rate,Type Service,Type Vidéo
Sky Sport,Hotbird,11843,1,29900,0,27
Sky Sport,Hotbird,11996,1,29900,0,27
Sky Sport,Hotbird,12073,1,29900,0,27
Sky Sport,Hotbird,12073,1,29900,0,27
Sky Sport,Hotbird,12073,1,29900,0,27
Sky Sport,Hotbird,12341,1,29900,0,27
Sky Sport,Hotbird,12341,1,29900,0,27
Sky Sport,Hotbird,12341,1,29900,0,27
Sky Sport,Hotbird,12341,1,29900,0,27
Sky Sport,Hotbird,12418,1,29900,0,27
Sky Sport,Hotbird,12418,1,29900,0,27
Sky Sport,Hotbird,12418,1,29900,0,27
Sky Sport,Hotbird,12418,1,29900,0,27
Sky Sport,Hotbird,12418,1,29900,0,27
Sky Sport 4k,Hotbird,11996,1,29900,0,36
Sky Sport 4k,Hotbird,12054,0,29900,0,36
Sky Sport 4k,Hotbird,12073,1,29900,0,36
Sky Sport Arena,Hotbird,11843,1,29900,0,27
Sky Sport Arena,Hotbird,11996,1,29900,0,27
Sky Sport Basket,Hotbird,11843,1,29900,0,27
Sky Sport Business 1,Hotbird,11881,1,27500,0,27
Sky Sport Business 2,Hotbird,11843,1,29900,0,27
Sky Sport Business 2,Hotbird,11862,0,29900,0,27
Sky Sport Business 3,Hotbird,11862,0,29900,0,27
Sky Sport Business 4,Hotbird,11862,0,29900,0,27
Sky Sport Calcio,Hotbird,11958,1,27500,0,27
Sky Sport Calcio,Hotbird,11958,1,27500,0,27
Sky Sport F1,Hotbird,11996,1,29900,0,27
Sky Sport Golf,Hotbird,12418,1,29900,0,27
Sky Sport HD,Hotbird,12034,1,29900,0,27
Sky Sport Info,Hotbird,12034,1,29900,0,27
Sky Sport Legend,Hotbird,12418,1,29900,0,27
Sky Sport Max,Hotbird,11977,0,29900,0,27
Sky Sport Mix,Hotbird,11862,0,29900,0,27
Sky Sport MotoGP,Hotbird,11996,1,29900,0,27
Sky Sport Tennis,Hotbird,11843,1,29900,0,27
Sky Sport Tennis,Hotbird,11958,1,27500,0,27
Sky Sport Uno,Hotbird,11958,1,27500,0,27
Sky Sport24,Hotbird,11862,0,29900,0,27
Sky Sport24,Hotbird,11862,0,29900,0,27
Sky Sport24,Hotbird,11862,0,29900,0,27
Sky Sport24,Hotbird,11958,1,27500,0,27
Sky Sport24,Hotbird,11958,1,27500,0,27
Sky Sport24,Hotbird,11958,1,27500,0,27
Sky TG24,Hotbird,11881,1,27500,0,27
Sky TG24,Hotbird,11881,1,27500,0,27
Sky TG24 HD,Hotbird,11881,1,27500,0,27
Sky Uno,Hotbird,11958,1,27500,0,27
Sky Uno +1,Hotbird,12034,1,29900,0,27
SkyShowtime 1,Hotbird,10911,1,27500,0,27
SkyShowtime 2,Hotbird,10911,1,27500,0,27
Solo Calcio,Hotbird,11179,0,27500,0,27
Sonlife,Hotbird,12322,0,27500,0,2
Soul & Pepper TV,Hotbird,12713,1,29900,0,27
Sport HD,Hotbird,12034,1,29900,0,27
Sportklub HD,Hotbird,10719,1,27500,0,27
Sports First,Hotbird,11785,0,27500,0,27
Sports First,Hotbird,11355,1,27500,0,27
Stopklatka,Hotbird,10758,1,27500,0,27
Stopklatka,Hotbird,10758,1,27500,0,27
Strongman Champions League,Hotbird,11785,0,27500,0,27
StudioMed TV,Hotbird,11411,0,27500,0,27
StudioMed TV,Hotbird,11488,0,27500,0,27
Sundance HD,Hotbird,10911,1,27500,0,27
Super Polsat HD,Hotbird,11158,1,27500,0,27
Super Toons,Hotbird,12616,0,29900,0,27
Super Toons,Hotbird,12616,0,30000,0,27
Super!,Hotbird,11642,0,27500,0,27
Super!,Hotbird,12341,1,29900,0,27
SuperTennis HD,Hotbird,11843,1,29900,0,27
SuperTennis HD,Hotbird,11996,1,29900,0,27
T18,Hotbird,10892,0,27500,0,27
T18,Hotbird,11681,0,27500,0,27
TBN,Hotbird,12520,1,27500,0,27
TBN Russia,Hotbird,11137,0,27500,0,2
TELE 5,Hotbird,11662,1,27500,0,27
TELE CONGO,Hotbird,12149,1,27500,0,2
TELERADIOPACE TV,Hotbird,11296,0,27500,0,27
TELERADIOPACE TV,Hotbird,12520,1,27500,0,27
TEST,Hotbird,12520,1,27500,0,27
TEST 4,Hotbird,11488,0,27500,0,27
TEVA,Hotbird,11900,0,27500,0,27
TF1,Hotbird,10892,0,27500,0,27
TF1,Hotbird,11681,0,27500,0,27
TF1 SERIES FILMS,Hotbird,10892,0,27500,0,27
TF1 SERIES FILMS,Hotbird,11681,0,27500,0,27
TFX,Hotbird,10892,0,27500,0,27
TFX,Hotbird,11681,0,27500,0,27
TG NORBA 24,Hotbird,12149,1,27500,0,27
TG24PrimoPiano,Hotbird,11862,0,29900,0,27
TG24PrimoPiano,Hotbird,11977,0,29900,0,27
TGCOM24 HD,Hotbird,11432,1,29900,0,27
THT,Hotbird,11034,1,27500,0,2
TLC,Hotbird,12130,0,30000,0,27
TLC HD,Hotbird,11393,1,27500,0,27
TMC,Hotbird,10892,0,27500,0,27
TMC,Hotbird,11681,0,27500,0,27
TOPcrime HD,Hotbird,11432,1,29900,0,27
TOUTE L'HISTOIRE,Hotbird,12692,0,27500,0,27
TOUTE L'HISTOIRE,Hotbird,11900,0,27500,0,27
TREK,Hotbird,12692,0,27500,0,27
TREK,Hotbird,11900,0,27500,0,27
TRM h24,Hotbird,11662,1,27500,0,27
TRT Arabi HD,Hotbird,11566,0,29900,0,27
TRT World HD,Hotbird,11566,0,29900,0,27
TTV HD,Hotbird,11508,1,27500,0,27
TV 1,Hotbird,12713,1,29900,0,27
TV 4 ,Hotbird,12520,1,27500,0,27
TV 4 Tamazigh,Hotbird,11137,0,27500,0,2
TV 4 test,Hotbird,12149,1,27500,0,2
TV 5,Hotbird,12520,1,27500,0,27
TV 5 Coran,Hotbird,11137,0,27500,0,2
TV 5 Monde,Hotbird,12713,1,29900,0,27
TV 5 test,Hotbird,12149,1,27500,0,2
TV BREIZH,Hotbird,11900,0,27500,0,27
TV Breizh,Hotbird,12692,0,27500,0,27
TV CORAN,Hotbird,11034,1,27500,0,2
TV Okazje,Hotbird,12188,1,27500,0,27
TV Okazje,Hotbird,12188,1,27500,0,27
TV PULS HD,Hotbird,10796,1,27500,0,27
TV PULS HD,Hotbird,10892,0,27500,0,27
TV Republika,Hotbird,10758,1,27500,0,27
TV TAMAZIGHT,Hotbird,11034,1,27500,0,2
TV2000 HD,Hotbird,12054,0,29900,0,27
TV4 HD,Hotbird,11158,1,27500,0,27
TV4 HD ,Hotbird,11158,1,27500,0,27
TV6 HD,Hotbird,11158,1,27500,0,27
TV6 HD,Hotbird,12520,1,27500,0,27
TV7 ELMAARIFA,Hotbird,12520,1,27500,0,2
TV8,Hotbird,10949,1,27500,0,27
TV8 EDHAKIRA,Hotbird,12520,1,27500,0,2
TV8 HD,Hotbird,12073,1,29900,0,27
TV8 HD,Hotbird,12073,1,29900,0,27
TVA Vicenza,Hotbird,11662,1,27500,0,27
TVC,Hotbird,10719,1,27500,0,27
TVC,Hotbird,11278,1,27500,0,27
TVC SUPER,Hotbird,10719,1,27500,0,27
TVC SUPER,Hotbird,11278,1,27500,0,27
TVE Internacional,Hotbird,12303,1,27500,0,27
TVN 24 HD,Hotbird,11508,1,27500,0,27
TVN 24 HD_,Hotbird,11508,1,27500,0,27
TVN 7 HD,Hotbird,11508,1,27500,0,27
TVN 7 HD_,Hotbird,11508,1,27500,0,27
TVN Fabula,Hotbird,11508,1,27500,0,27
TVN HD,Hotbird,11508,1,27500,0,27
TVN HD_,Hotbird,11508,1,27500,0,27
TVN STYLE HD,Hotbird,11508,1,27500,0,27
TVN Style HD,Hotbird,11508,1,27500,0,27
TVN TURBO HD,Hotbird,11508,1,27500,0,27
TVN Turbo HD,Hotbird,11508,1,27500,0,27
TVN24 BiS HD,Hotbird,11393,1,27500,0,27
TVP 1 HD,Hotbird,11449,0,27500,0,27
TVP 1 HD,Hotbird,11449,0,27500,0,27
TVP 2 HD,Hotbird,12265,1,27500,0,27
TVP 2 HD,Hotbird,12265,1,27500,0,27
TVP 3,Hotbird,11488,0,27500,0,27
TVP ABC,Hotbird,10796,1,27500,0,27
TVP ABC,Hotbird,10892,0,27500,0,27
TVP Dokument HD,Hotbird,11449,0,27500,0,27
TVP HD,Hotbird,10719,1,27500,0,27
TVP Historia,Hotbird,10796,1,27500,0,27
TVP Historia,Hotbird,10796,1,27500,0,27
TVP Historia,Hotbird,10892,0,27500,0,27
TVP Historia,Hotbird,10892,0,27500,0,27
TVP INFO HD,Hotbird,10719,1,27500,0,27
TVP Kultura HD,Hotbird,10796,1,27500,0,27
TVP Kultura HD,Hotbird,10892,0,27500,0,27
TVP Polonia,Hotbird,11075,1,30000,0,27
TVP Rozrywka,Hotbird,10758,1,27500,0,27
TVP SERIALE,Hotbird,10796,1,27500,0,27
TVP SERIALE,Hotbird,10796,1,27500,0,27
TVP SERIALE,Hotbird,10892,0,27500,0,27
TVP SERIALE,Hotbird,10892,0,27500,0,27
TVP Sport HD,Hotbird,11449,0,27500,0,27
TVP Sport HD,Hotbird,11449,0,27500,0,27
TVR,Hotbird,11034,1,27500,0,2
TVR International HB,Hotbird,11662,1,27500,0,27
TVR Plus,Hotbird,11034,1,27500,0,27
TVRI,Hotbird,12303,1,27500,0,27
TVS,Hotbird,10719,1,27500,0,27
TVS,Hotbird,10796,1,27500,0,27
Tamazight HD,Hotbird,10873,1,27500,0,27
TeN TV,Hotbird,12692,0,27500,0,2
TeenNick,Hotbird,11411,0,27500,0,27
TeenNick,Hotbird,11488,0,27500,0,27
Telecupole,Hotbird,11179,0,27500,0,27
Teleitalia,Hotbird,11662,1,27500,0,27
Telemedia,Hotbird,12635,1,30000,0,27
Telesur HD,Hotbird,12303,1,27500,0,27
Test,Hotbird,12692,0,27500,0,2
Test,Hotbird,12692,0,27500,0,2
Test,Hotbird,12692,0,27500,0,2
Test17205,Hotbird,10971,0,29700,0,27
Test1809,Hotbird,11117,1,27500,0,27
The Word Network,Hotbird,11137,0,27500,0,2
The World,Hotbird,12713,1,29900,0,27
Tipik,Hotbird,11411,0,27500,0,27
Towheed TV,Hotbird,12520,1,27500,0,27
Travel Channel,Hotbird,12616,0,29900,0,27
Travel Channel,Hotbird,12616,0,30000,0,27
Travel Channel HD,Hotbird,11508,1,27500,0,27
Travel Channel HD,Hotbird,11804,1,30000,0,27
Travel Channel HD,Hotbird,11804,1,29700,0,27
Travel TV,Hotbird,12713,1,29900,0,27
TravelXP 4K,Hotbird,10727,0,30000,0,36
Triton Poker Series,Hotbird,11355,1,27500,0,27
Tunisie Nationale,Hotbird,12149,1,27500,0,2
Turbo Xtra Poland HD,Hotbird,11258,0,27500,0,27
Téva,Hotbird,12692,0,27500,0,27
UATV,Hotbird,10930,0,30000,0,27
UNINETTUNO UNIVERSITY TV,Hotbird,11013,0,29900,0,2
USHUAIA,Hotbird,11900,0,27500,0,27
Unname,Hotbird,11158,1,27500,0,27
Unname,Hotbird,11881,1,27500,0,27
Unname,Hotbird,11881,1,27500,0,27
Unname,Hotbird,11996,1,29900,0,27
Unname,Hotbird,12015,0,27500,0,27
Unname,Hotbird,12015,0,27500,0,27
Unname,Hotbird,12418,1,29900,0,27
Ushuaia,Hotbird,12692,0,27500,0,27
VALUE 24 TV,Hotbird,12034,1,29900,0,27
VIDEOLINA,Hotbird,11662,1,27500,0,27
VIRGIN RADIO,Hotbird,11432,1,29900,0,27
VIVACOM Arena HD,Hotbird,12713,1,29900,0,27
VOA 365 HD,Hotbird,12226,1,27500,0,27
VOA EU HD,Hotbird,12226,1,27500,0,27
VOD 202,Hotbird,12015,0,27500,0,27
VOD 203,Hotbird,12015,0,27500,0,27
VOD 204,Hotbird,12015,0,27500,0,27
VOD 205,Hotbird,12015,0,27500,0,27
VOD 206,Hotbird,12015,0,27500,0,27
VOD 207,Hotbird,12015,0,27500,0,27
VOD 208,Hotbird,12015,0,27500,0,27
VOX Music TV,Hotbird,10758,1,27500,0,27
VTK,Hotbird,12635,1,29900,0,2
Value 24,Hotbird,10930,0,30000,0,36
Vatican Media Europa,Hotbird,12476,0,29900,0,27
ViDocTV,Hotbird,11411,0,27500,0,27
ViDocTV,Hotbird,11488,0,27500,0,27
Viasat Explore,Hotbird,12616,0,30000,0,27
Viasat Explore HD,Hotbird,12731,0,29900,0,27
Viasat Explore HD,Hotbird,12731,0,30000,0,27
Viasat Explore/Fantazzy,Hotbird,12616,0,29900,0,27
Viasat History,Hotbird,12616,0,29900,0,27
Viasat History,Hotbird,12616,0,30000,0,27
Viasat History HD,Hotbird,12731,0,29900,0,27
Viasat History HD,Hotbird,12731,0,30000,0,27
Viasat Kino,Hotbird,12616,0,29900,0,27
Viasat Kino,Hotbird,12616,0,30000,0,27
Viasat Nature HD,Hotbird,12731,0,29900,0,27
Viasat Nature HD,Hotbird,12731,0,30000,0,27
Viasat True Crime,Hotbird,10719,1,27500,0,27
Viasat True Crime,Hotbird,12673,1,29900,0,27
Viasat True Crime,Hotbird,12673,1,30000,0,27
Viasat True Crime HD,Hotbird,11938,0,30000,0,27
Vilayet TV,Hotbird,11373,0,27500,0,27
Vilayet TV,Hotbird,11642,0,27500,0,27
Vivid Red HD,Hotbird,11662,1,27500,0,27
Vivid Touch,Hotbird,12188,1,27500,0,27
Vox Music TV HD,Hotbird,12284,0,27500,0,27
W9,Hotbird,10892,0,27500,0,27
W9,Hotbird,11681,0,27500,0,27
WNESS TV,Hotbird,12713,1,29900,0,27
WNS.TEL,Hotbird,11137,0,27500,0,2
WP,Hotbird,10796,1,27500,0,27
WP,Hotbird,10892,0,27500,0,27
WarnerTV HD,Hotbird,11508,1,27500,0,27
Water Planet,Hotbird,11662,1,27500,0,27
Water Planet V1,Hotbird,11662,1,27500,0,27
WellTV,Hotbird,11642,0,27500,0,27
WildTV,Hotbird,11785,0,27500,0,27
World Fashion Channel,Hotbird,12303,1,27500,0,27
World Fishing Network,Hotbird,11785,0,27500,0,27
World Poker Tour,Hotbird,11785,0,27500,0,27
World Poker Tour,Hotbird,11355,1,27500,0,27
Wydarzenia 24 HD,Hotbird,12284,0,27500,0,27
XXL,Hotbird,12692,0,27500,0,27
XXL,Hotbird,11900,0,27500,0,27
XY Plus,Hotbird,12713,1,29900,0,27
Yaban TV,Hotbird,12713,1,29900,0,27
Yemen TV,Hotbird,11296,0,27500,0,2
ZAD TV,Hotbird,11747,0,27500,0,27
Zoom TV,Hotbird,10758,1,27500,0,27
bTV,Hotbird,12635,1,29900,0,2
bTV,Hotbird,12635,1,30000,0,2
bTV Action,Hotbird,12635,1,29900,0,2
bTV Action,Hotbird,12635,1,30000,0,2
bTV Action HD,Hotbird,12673,1,29900,0,27
bTV Action HD,Hotbird,12673,1,30000,0,27
bTV Cinema,Hotbird,12635,1,29900,0,2
bTV Cinema,Hotbird,12635,1,30000,0,2
bTV Comedy,Hotbird,12635,1,29900,0,2
bTV Comedy,Hotbird,12635,1,30000,0,2
bTV HD,Hotbird,12673,1,29900,0,27
bTV HD,Hotbird,12673,1,30000,0,27
bTV Story,Hotbird,12635,1,29900,0,2
bTV Story,Hotbird,12635,1,30000,0,2
beIN SPORTS,Hotbird,11900,0,27500,0,27
beIN SPORTS 4,Hotbird,11900,0,27500,0,27
beIN SPORTS 6,Hotbird,11900,0,27500,0,27
beIN SPORTS 7,Hotbird,11900,0,27500,0,27
beIN SPORTS 8,Hotbird,11900,0,27500,0,27
beIN SPORTS XTRA 3,Hotbird,11900,0,27500,0,27
cielo,Hotbird,12073,1,29900,0,27
cielo,Hotbird,12073,1,29900,0,27
dizi,Hotbird,12616,0,29900,0,27
dizi,Hotbird,12616,0,30000,0,27
ducktv,Hotbird,11938,0,30000,0,27
eClutch Access,Hotbird,11240,1,27500,0,27
eClutch Live,Hotbird,11240,1,27500,0,27
eClutch Live 2,Hotbird,11240,1,27500,0,27
eQtv,Hotbird,10949,1,27500,0,27
eTa-DemoIBC,Hotbird,11642,0,27500,0,27
legacy-pr,Hotbird,12380,1,30000,0,27
mta-muslim tv,Hotbird,12111,1,27500,0,27
nova MAD GREEKZ,Hotbird,11823,0,27500,0,27
programme nationale HD,Hotbird,12520,1,27500,0,27
redpath,Hotbird,12520,1,27500,0,27
teleTOON+ HD,Hotbird,11411,0,27500,0,27
teleTOON+ HD,Hotbird,11449,0,27500,0,27
teleTOON+ HD,Hotbird,11449,0,27500,0,27
teleTOON+ HD,Hotbird,11449,0,27500,0,27
tivù la guida,Hotbird,10992,1,27500,0,27
wPolsce24,Hotbird,10758,1,27500,0,27
wedo Big Stories,Hotbird,10775,0,29900,0,27
wedo Movies ,Hotbird,10775,0,29900,0,27
wedo Sports,Hotbird,10775,0,29900,0,27
wedotv Movies,Hotbird,11642,0,27500,0,27
wedotv Movies,Hotbird,11785,0,27500,0,27
ΕΡΤ NEWS,Hotbird,11938,0,30000,0,27
БГ+,Hotbird,12713,1,29900,0,27
БНТ 2,Hotbird,12616,0,29900,0,27
БНТ 2,Hotbird,12616,0,30000,0,27
БНТ 3,Hotbird,12673,1,30000,0,27
БНТ 3 HD,Hotbird,12673,1,29900,0,27
БНТ1,Hotbird,12616,0,29900,0,27
БНТ1 HD,Hotbird,12616,0,30000,0,27
Диема HD,Hotbird,12616,0,29900,0,27
Диема HD,Hotbird,12616,0,30000,0,27
Диема Фемили HD,Hotbird,12616,0,29900,0,27
Диема Фемили HD,Hotbird,12616,0,30000,0,27
Ловно-рибарски,Hotbird,12616,0,30000,0,27
Ловно-рибарски к�,Hotbird,12616,0,29900,0,27
Планета HD,Hotbird,12673,1,29900,0,27
Планета HD,Hotbird,12673,1,30000,0,27
Фен Фолк,Hotbird,12713,1,29900,0,27
1 Baghdad,Nilesat,10971,0,27500,0,27
2M MAROC HD,Nilesat,11373,0,27500,0,27
2M Maroc,Nilesat,12015,1,27500,0,2
2M NATIONAL HD,Nilesat,11475,1,27500,0,27
5 KIDS,Nilesat,11900,1,27500,0,27
A TV,Nilesat,12207,1,27500,0,2
A Wealth of Entertainment,Nilesat,11296,0,27500,0,27
A3 HD,Nilesat,11680,0,27500,0,27
AB IRAQ TV,Nilesat,10815,0,27500,0,2
AD Nat Geo HD,Nilesat,11411,0,30000,0,27
AD Sport 1 HD,Nilesat,11411,0,30000,0,27
AD Sport 2 HD,Nilesat,11411,0,30000,0,27
AFAQ TV,Nilesat,11373,0,27500,0,27
AGHAPY TV,Nilesat,10815,0,27500,0,2
AJMAN HD,Nilesat,11258,0,27500,0,27
AL AHAD HD,Nilesat,10892,0,27500,0,27
AL ANIS,Nilesat,10992,1,5000,0,2
AL ARABY TV,Nilesat,10971,0,27500,0,2
AL ARABY TV HD,Nilesat,12646,0,27500,0,27
AL AYAM HD,Nilesat,10892,0,27500,0,27
AL BAHRANY TV,Nilesat,10727,0,27500,0,27
AL DAFRA HD,Nilesat,12322,1,30000,0,27
AL ESHRAQ TV,Nilesat,11641,0,27500,0,2
AL HADATH HD,Nilesat,12322,1,30000,0,27
AL HAQEQA AL DAWLIAH,Nilesat,11958,0,27500,0,2
AL HAQEQA AL DAWLIAH,Nilesat,12399,1,27500,0,2
AL KERAZA TV,Nilesat,12646,0,27500,0,2
AL MALAKOOT SATÃTHE KINGDO,Nilesat,10727,0,27500,0,2
AL MAYADEEN TV,Nilesat,11392,1,27500,0,2
AL Masryia SD,Nilesat,11179,1,27500,0,2
AL NADA TV,Nilesat,12054,1,27500,0,2
AL NAHRAIN TV,Nilesat,12034,0,27500,0,27
AL NOJABA TV,Nilesat,10892,0,27500,0,2
AL Oula HD,Nilesat,11766,0,27500,0,27
AL RAHMA,Nilesat,10873,1,27500,0,2
AL RASHEED TV HD,Nilesat,11315,1,27500,0,27
AL Resala,Nilesat,12226,0,27500,0,2
AL SABAH,Nilesat,11938,1,27500,0,2
AL SHARQIYA HD,Nilesat,11315,1,27500,0,27
AL SHARQIYA HD,Nilesat,11785,1,27500,0,27
AL SHARQIYA NEWS HD,Nilesat,10892,0,27500,0,27
AL SIRAT TV,Nilesat,11603,0,27500,0,2
AL SUMARIA HD,Nilesat,11315,1,27500,0,27
AL Shams,Nilesat,12054,1,27500,0,2
AL THAQALAYN TV,Nilesat,11641,0,27500,0,2
AL oula,Nilesat,11766,0,27500,0,2
AL-AKHBAR,Nilesat,11054,1,27500,0,27
AL-Anbar,Nilesat,12054,1,27500,0,2
AL-MUSTAKILA,Nilesat,11430,1,27500,0,2
AL24 News,Nilesat,10922,1,27500,0,27
ALASKANDRIA,Nilesat,11179,1,27500,0,2
ALASSEMA,Nilesat,11179,1,27500,0,2
ALASSEMA TV,Nilesat,11449,0,27500,0,27
ALBASRA 1 TV,Nilesat,10727,0,27500,0,27
ALDELTA,Nilesat,11179,1,27500,0,2
ALFATH TV,Nilesat,11900,1,27500,0,2
ALHAQIQA,Nilesat,11958,0,27500,0,2
ALHAQIQA,Nilesat,12399,1,27500,0,2
ALHAWYAH TV,Nilesat,11096,0,27500,0,2
ALISTIQAMA TV,Nilesat,11958,0,27500,0,27
ALKAHERA,Nilesat,11179,1,27500,0,2
ALKANAL,Nilesat,11179,1,27500,0,2
ALKARBALAEIA TV,Nilesat,10971,0,27500,0,27
ALKOFIYA HD,Nilesat,11258,0,27500,0,27
ALKOFIYA HD,Nilesat,11334,0,27500,0,27
ALLAHDAH TV,Nilesat,11096,0,27500,0,2
ALLIBIYA TV,Nilesat,11564,0,27500,0,27
ALMASIRAH TV,Nilesat,11096,0,27500,0,2
ALMAWQEF TV,Nilesat,11373,0,27500,0,27
ALMAYADEEN PLUS,Nilesat,10815,0,27500,0,27
ALNAEEM TV,Nilesat,11641,0,27500,0,27
ALRAHMAN,Nilesat,11958,0,27500,0,2
ALRAHMAN,Nilesat,12399,1,27500,0,2
ALSA3EED,Nilesat,11179,1,27500,0,2
ALSHABAB,Nilesat,11258,0,27500,0,27
ALSHOOR TV,Nilesat,10971,0,27500,0,27
ALSahraa HD,Nilesat,12207,1,27500,0,27
ALWAQIE TV HD,Nilesat,10727,0,27500,0,27
ALhayah ALaan,Nilesat,12207,1,27500,0,2
ALhayat,Nilesat,12207,1,27500,0,2
ANC,Nilesat,11881,0,30000,0,27
ANGEL TV ARABIA,Nilesat,11603,0,27500,0,2
ARC,Nilesat,11564,0,27500,0,27
ARIRANG,Nilesat,11277,1,27500,0,2
AVA TV,Nilesat,11354,1,27500,0,27
Abu Dhabi TV HD,Nilesat,11411,0,30000,0,27
Aden,Nilesat,11137,0,27500,0,27
Aden Almustakilla,Nilesat,11334,0,27500,0,27
Aden Almustakilla,Nilesat,11430,1,27500,0,2
Aden TV,Nilesat,12015,1,27500,0,27
Al Ahly HD,Nilesat,11747,1,27500,0,27
Al Ahly SD,Nilesat,11747,1,27500,0,2
Al Alam HD,Nilesat,11900,1,27500,0,27
Al Alam Syria,Nilesat,12207,1,27500,0,27
Al Aoula Inter,Nilesat,11475,1,27500,0,2
Al Aoula Inter HD,Nilesat,11475,1,27500,0,27
Al Aoula Inter HD,Nilesat,11514,1,27500,0,27
Al Aoula inter,Nilesat,12207,1,27500,0,2
Al Arabiya,Nilesat,11559,1,27500,0,27
Al Arabiya,Nilesat,11747,1,27500,0,2
Al Araby 2 HD,Nilesat,11258,0,27500,0,27
Al Araby 2 HD,Nilesat,12034,0,27500,0,27
Al Basira,Nilesat,10815,0,27500,0,2
Al Basra,Nilesat,11137,1,27500,0,27
Al Basrah 365,Nilesat,11392,1,27500,0,27
Al Ekhbaria,Nilesat,12149,0,27500,0,2
Al Ekhbaria HD,Nilesat,12284,1,27500,0,27
Al Eman,Nilesat,11137,0,27500,0,27
Al Emarat TV HD,Nilesat,11411,0,30000,0,27
Al Fath Al3amh,Nilesat,11900,1,27500,0,2
Al Fath Sonnah TV,Nilesat,11900,1,27500,0,2
Al Forat,Nilesat,11747,1,27500,0,2
Al Forat HD,Nilesat,11137,1,27500,0,27
Al Ghad HD,Nilesat,11900,1,27500,0,27
Al Ghadeer,Nilesat,10892,0,27500,0,27
Al Hadath,Nilesat,11559,1,27500,0,2
Al Hayat,Nilesat,11392,1,27500,0,2
Al Hiwar TV,Nilesat,10971,0,27500,0,27
Al Horreya,Nilesat,11096,0,27500,0,2
Al Huriya Yamin TV,Nilesat,10727,0,27500,0,2
Al Insen TV,Nilesat,11658,1,27500,0,2
Al JANOUBIA TV,Nilesat,11658,1,27500,0,2
Al Jazeera,Nilesat,10971,1,27500,0,2
Al Jazeera Documentary,Nilesat,10971,1,27500,0,2
Al Jazeera Documentary HD,Nilesat,12521,0,27500,0,27
Al Jazeera English,Nilesat,10971,1,27500,0,2
Al Jazeera English HD,Nilesat,12521,0,27500,0,27
Al Jazeera HD,Nilesat,12521,0,27500,0,27
Al Jazeera Mubasher,Nilesat,10971,1,27500,0,2
Al Jazeera Mubasher 2,Nilesat,10971,1,27500,0,2
Al Jazeera Mubasher 2 HD,Nilesat,12521,0,27500,0,27
Al Jazeera Mubasher HD,Nilesat,12521,0,27500,0,27
Al Kahera Wal Nas,Nilesat,11766,0,27500,0,2
Al Kahera Wal Nas +2,Nilesat,12015,1,27500,0,2
Al Karma Family,Nilesat,10815,0,27500,0,2
Al Kawthar HD,Nilesat,11900,1,27500,0,27
Al Kout TV,Nilesat,10727,0,27500,0,27
Al Maghribia,Nilesat,11475,1,27500,0,2
Al Maghribia HD,Nilesat,11514,1,27500,0,27
Al Mashhad,Nilesat,12322,1,30000,0,27
Al Masryia HD,Nilesat,12054,1,27500,0,27
Al Mawsleya HD,Nilesat,11137,1,27500,0,27
Al Mayadeen HD,Nilesat,11641,0,27500,0,27
Al Nas,Nilesat,12054,1,27500,0,2
Al Ons TV,Nilesat,11096,0,27500,0,2
Al Qahera News,Nilesat,11747,1,27500,0,27
Al Qahera News SD,Nilesat,11747,1,27500,0,2
Al Qamar HD,Nilesat,11449,0,27500,0,27
Al Quds Al Yawm,Nilesat,10815,0,27500,0,2
Al Quran,Nilesat,11258,0,27500,0,27
Al Rabiaa TV,Nilesat,10892,0,27500,0,27
Al Rayyan Al Qadeem HD,Nilesat,12521,0,27500,0,27
Al Rayyan HD,Nilesat,12521,0,27500,0,27
Al Safwa,Nilesat,11137,0,27500,0,27
Al Sahat,Nilesat,11096,0,27500,0,2
Al Shams Drama,Nilesat,12015,1,27500,0,2
Al TALEAA HD,Nilesat,11334,0,27500,0,27
Al Thania,Nilesat,11938,1,27500,0,2
Al Thaqafiya HD,Nilesat,11219,0,27500,0,27
Al Wathaeqya,Nilesat,12303,0,27500,0,27
Al Wousta from Al Dhaid HD,Nilesat,11013,1,27500,0,27
Al Yawm,Nilesat,11137,0,27500,0,27
Al joumhouriya,Nilesat,12054,1,27500,0,27
Al shirazioun,Nilesat,10727,0,27500,0,27
Al-Ansar TV,Nilesat,11354,1,27500,0,27
Al-Aqila TV,Nilesat,10971,0,27500,0,2
Al-Arabiya Alhadath,Nilesat,11747,1,27500,0,2
Al-Awhad TV,Nilesat,10727,0,27500,0,27
Al-Etejah TV,Nilesat,12399,1,27500,0,27
Al-Jawad TV,Nilesat,10727,0,27500,0,27
Al-Majd3,Nilesat,12054,1,27500,0,2
Al-Nahar Drama,Nilesat,11785,1,27500,0,2
Al-Nahar Nour,Nilesat,11747,1,27500,0,2
Al-Nahar One,Nilesat,11785,1,27500,0,2
Al-Shaaer TV,Nilesat,10971,0,27500,0,27
Al-askari TV,Nilesat,10727,0,27500,0,27
AlAraby2,Nilesat,11938,1,27500,0,2
AlHadath Alyoum,Nilesat,11823,1,27500,0,2
AlHayat 3,Nilesat,12207,1,27500,0,2
AlHayat HD,Nilesat,12207,1,27500,0,27
AlHayat Sport,Nilesat,12207,1,27500,0,2
AlKarma Praise,Nilesat,11354,1,27500,0,27
