id,channel_name,freq,pol,satellite,network_name,provider_mapped,provider_final
2649,AL-MUSTAKILA,11430,1,Nilesat,,Rotana,Rotana
2650,Wanasat Baby,11430,1,Nilesat,,Rotana,Rotana
2651,M24 MAROC,11430,1,Nilesat,,Rotana,Rotana
2652,Aden Almustakilla,11430,1,Nilesat,,Rotana,Rotana
2653,World Fashion Channel,11449,0,Nilesat,,Rotana,Rotana
2654,Al Qamar HD,11449,0,Nilesat,,Rotana,Rotana
2655,Kartoon channel,11449,0,Nilesat,,Rotana,Rotana
2656,ESAN TV,11449,0,Nilesat,,Rotana,Rotana
2657,GB News,11449,0,Nilesat,,Rotana,Rotana
2658,Music India,11449,0,Nilesat,,Rotana,Rotana
2659,Daystar,11449,0,Nilesat,,Rotana,Rotana
2660,TVRI,11449,0,Nilesat,,Rotana,Rotana
2661,Riyad Al Salihin,11449,0,Nilesat,,Rotana,Rotana
2662,ALASSEMA TV,11449,0,Nilesat,,Rotana,Rotana
2663,Al Aoula Inter HD,11475,1,Nilesat,,Rotana,Rotana
2664,2M NATIONAL HD,11475,1,Nilesat,,Rotana,Rotana
2665,Arryadia,11475,1,Nilesat,,Rotana,Rotana
2666,Athaqafia,11475,1,Nilesat,,Rotana,Rotana
2667,Al Maghribia,11475,1,Nilesat,,Rotana,Rotana
2668,Assadissa,11475,1,Nilesat,,Rotana,Rotana
2669,Tamazight,11475,1,Nilesat,,Rotana,Rotana
2670,Al Aoula Inter,11475,1,Nilesat,,Rotana,Rotana
2671,Laayoune TV,11475,1,Nilesat,,Rotana,Rotana
2672,BERBERE TV,11488,0,Nilesat,,Rotana,Rotana
2673,Al Aoula Inter HD,11514,1,Nilesat,,Rotana,Rotana
2674,Laayoune TV HD,11514,1,Nilesat,,Rotana,Rotana
2675,Arryadia HD,11514,1,Nilesat,,Rotana,Rotana
2676,Arryadia HD1,11514,1,Nilesat,,Rotana,Rotana
2677,Athaqafia HD,11514,1,Nilesat,,Rotana,Rotana
2678,Al Maghribia HD,11514,1,Nilesat,,Rotana,Rotana
2679,Assadissa HD,11514,1,Nilesat,,Rotana,Rotana
2680,Tamazight HD,11514,1,Nilesat,,Rotana,Rotana
2681,Medi1 TV Maghreb HD,11514,1,Nilesat,,Rotana,Rotana
2682,GINX,11526,0,Nilesat,,Rotana,Rotana
2683,BIGG TV,11526,0,Nilesat,,Rotana,Rotana
2684,Gametoon,11526,0,Nilesat,,Rotana,Rotana
2685,eClutch Access,11526,0,Nilesat,,Rotana,Rotana
2686,ESport 24,11526,0,Nilesat,,Rotana,Rotana
2687,eClutch Live,11526,0,Nilesat,,Rotana,Rotana
2688,Padel TV,11526,0,Nilesat,,Rotana,Rotana
2689,eClutch Live 2,11526,0,Nilesat,,Rotana,Rotana
2690,Al Hadath,11559,1,Nilesat,,Rotana,Rotana
2691,Al Arabiya,11559,1,Nilesat,,Rotana,Rotana
2692,MBC 5,11559,1,Nilesat,,Rotana,Rotana
2693,MBC 4,11559,1,Nilesat,,Rotana,Rotana
2694,MBC 3,11559,1,Nilesat,,Rotana,Rotana
2695,MBC Action,11559,1,Nilesat,,Rotana,Rotana
2696,MBC 2,11559,1,Nilesat,,Rotana,Rotana
2697,MBC MAX,11559,1,Nilesat,,Rotana,Rotana
2698,MBC Bollywood,11559,1,Nilesat,,Rotana,Rotana
2699,MBC Drama,11559,1,Nilesat,,Rotana,Rotana
2700,Coming soon,11559,1,Nilesat,,Rotana,Rotana
2701,Wanasah,11559,1,Nilesat,,Rotana,Rotana
2702,SMTV,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2703,TCHAD TV HD,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2704,AL SIRAT TV,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2705,Almahriah HD,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2706,Karbala TV HD,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2707,ANGEL TV ARABIA,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2708,ERIPM,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2709,Sawt Alitra,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2710,SUHAIL TV,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2711,TAHA,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2712,KTO,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2713,MESat,11603,0,Nilesat,,LBC/MTV,LBC/MTV
2714,ETIHAD TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2715,Al Mayadeen HD,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2716,AL THAQALAYN TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2717,HodHod  TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2718,Aljanub TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2719,AL ESHRAQ TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2720,DUA CHANNEL,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2721,NABA TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2722,ALNAEEM TV,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2723,Almaaref TV HD,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2724,Menhag Alnabowe,11641,0,Nilesat,,LBC/MTV,LBC/MTV
2725,Tunisia NAT 1,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2726,Elhiwar Ettounsi,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2727,TUNISNA,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2728,Attessia TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2729,Tunisia Educ1,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2730,Tunisia NAT 2,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2731,Telvza TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2732,Al JANOUBIA TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2733,Carthage+,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2734,Al Insen TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2735,HANNIBAL TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2736,Jawhara FM-TV,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2737,Nessma Ejdida,11658,1,Nilesat,,LBC/MTV,LBC/MTV
2738,programme nationale HD,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2739,Canal algerie HD,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2740,TV 4,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2741,TV 5,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2742,TV6 HD,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2743,TV7 ELMAARIFA,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2744,TV8 EDHAKIRA,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2745,El barlamaniya,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2746,A3 HD,11680,0,Nilesat,,LBC/MTV,LBC/MTV
2747,Test,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2748,Al Qahera News SD,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2749,Sudan TV,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2750,Yemen,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2751,Al Qahera News,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2752,Al Ahly HD,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2753,Al Arabiya,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2754,Al-Arabiya Alhadath,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2755,MDEEH,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2756,Al-Nahar Nour,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2757,Yemen Today,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2758,Test,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2759,Al Ahly SD,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2760,Al Forat,11747,1,Nilesat,,LBC/MTV,LBC/MTV
2761,Test,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2762,Al Kahera Wal Nas,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2763,Test,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2764,AL oula,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2765,AL Oula HD,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2766,Test,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2767,Nile Family,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2768,Nile Culture,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2769,Test,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2770,Test,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2771,SABA HD,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2772,Azhari,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2773,BBC News TV,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2774,Libya Alwataniya,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2775,LIBYA SPORT 1 HD,11766,0,Nilesat,,LBC/MTV,LBC/MTV
2776,Al-Nahar One,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2777,Al-Nahar Drama,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2778,CBC,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2779,CBC Sofra,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2780,CBC Drama,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2781,Extra News,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2782,Alhayat Muslsalat,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2783,SPACETOON ARABIC,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2784,Mix,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2785,HYA,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2786,Test,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2787,Test,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2788,Test,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2789,AL SHARQIYA HD,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2790,Test,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2791,Test,11785,1,Nilesat,,LBC/MTV,LBC/MTV
2792,MBN Alhurra HD,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2793,Palestine,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2794,Modern Mti,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2795,Egyptian TV HD,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2796,MBC Masr 2,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2797,Test,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2798,Test,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2799,Test,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2800,ELMEHWAR,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2801,AlHadath Alyoum,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2802,Sada ElBalad 3,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2803,Sada El Balad,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2804,Sada El Balad 2,11823,1,Nilesat,,CBC/DMC,CBC/DMC
2805,Test,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2806,TeN TV,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2807,Test,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2808,Nile News,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2809,Nile Comedy,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2810,Nile Life,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2811,Nile Drama,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2812,Nile Sport,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2813,Nile News HD,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2814,Nile Cinema,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2815,Maspero Zaman,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2816,Test,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2817,Mix One,11843,0,Nilesat,,CBC/DMC,CBC/DMC
2818,ONTIME SPORTS2 HD,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2819,ON E HD,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2820,ONTIME SPORTS HD,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2821,Test,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2822,ONTIME SPORTS2,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2823,ON  E,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2824,ONTIME SPORTS,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2825,ON Drama,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2826,Misr Quran Kareem,11862,1,Nilesat,,CBC/DMC,CBC/DMC
2827,Bloomberg,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2828,GMA Pinoy TV,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2829,GMA News TV,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2830,E! HD,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2831,Spare 206,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2832,CNBC Europe,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2833,PBA RUSH,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2834,Myx,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2835,GMA Life TV,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2836,C I,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2837,TeleRadyo,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2838,Cinema One Global TV,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2839,TFC HD,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2840,Kapatid TV5,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2841,MTV Live HD,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2842,MTV 00s,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2843,CineMo,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2844,ANC,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2845,H2 HD,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2846,Spare 226,11881,0,Nilesat,,CBC/DMC,CBC/DMC
2847,5 KIDS,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2848,TV5,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2849,ALFATH TV,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2850,Misr Al Zera3eya,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2851,Al Kawthar HD,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2852,Mazzika,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2853,Al Fath Sonnah TV,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2854,AlSaeedah,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2855,Test,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2856,Test,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2857,I Film Arabic,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2858,Nogoum FM TV,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2859,Al Ghad HD,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2860,Al Fath Al3amh,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2861,Al Alam HD,11900,1,Nilesat,,CBC/DMC,CBC/DMC
2862,Alkass one HD,11919,0,Nilesat,,CBC/DMC,CBC/DMC
2863,Alkass two HD,11919,0,Nilesat,,CBC/DMC,CBC/DMC
2864,Alkass three HD,11919,0,Nilesat,,CBC/DMC,CBC/DMC
2865,Alkass four HD,11919,0,Nilesat,,CBC/DMC,CBC/DMC
2866,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2867,Press TV HD,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2868,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2869,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2870,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2871,AL SABAH,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2872,Mix Bel Araby,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2873,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2874,BAGHDAD TV,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2875,LIBYA ALHADATH HD,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2876,Syria News HD,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2877,AlAraby2,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2878,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2879,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2880,Al Thania,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2881,Syria TV 01,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2882,Test,11938,1,Nilesat,,CBC/DMC,CBC/DMC
2883,AL HAQEQA AL DAWLIAH,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2884,Jordan Amen,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2885,TUNISIA SHOP,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2886,JORDAN SAMA,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2887,ALRAHMAN,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2888,Oyoun AlWatan,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2889,Hadramout TV,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2890,ALHAQIQA,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2891,Amman TV,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2892,Jordan Sport,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2893,ALISTIQAMA TV,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2894,RT ARABIC HD,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2895,ROYA HD,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2896,Jordan HD,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2897,Almamlaka TV,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2898,RT English,11958,0,Nilesat,,CBC/DMC,CBC/DMC
2899,NHK World Japan,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2900,France 24 Eng,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2901,Sky News Arabia,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2902,Spare 2009,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2903,Shams TV,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2904,Spare 2013,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2905,Spare 2014,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2906,Sky News Arabia HD,11977,1,Nilesat,,CBC/DMC,CBC/DMC
2907,OSNtv Movies Premiere,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2908,OSNtv Movies Action,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2909,OSNtv News,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2910,OSNtv Showcase,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2911,OSNtv One,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2912,OSNtv Yahala Aflam,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2913,OSNtv Crime,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2914,TLC HD,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2915,OSNtv Yahala Bil Arabi,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2916,Moonbug Kids,11996,0,Nilesat,,CBC/DMC,CBC/DMC
2917,Al Kahera Wal Nas +2,12015,1,Nilesat,,Religious,Religious
2918,CGTN,12015,1,Nilesat,,Religious,Religious
2919,Sahar Kurdi,12015,1,Nilesat,,Religious,Religious
2920,Libya Alrasmia,12015,1,Nilesat,,Religious,Religious
2921,Lebanon TV,12015,1,Nilesat,,Religious,Religious
2922,MBC MASR,12015,1,Nilesat,,Religious,Religious
2923,HADRAMAUT TV,12015,1,Nilesat,,Religious,Religious
2924,2M Maroc,12015,1,Nilesat,,Religious,Religious
2925,Aden TV,12015,1,Nilesat,,Religious,Religious
2926,CGTN-Arabic,12015,1,Nilesat,,Religious,Religious
2927,Alhayat 2,12015,1,Nilesat,,Religious,Religious
2928,Al Shams Drama,12015,1,Nilesat,,Religious,Religious
2929,Test,12015,1,Nilesat,,Religious,Religious
2930,etc,12015,1,Nilesat,,Religious,Religious
2931,Test,12015,1,Nilesat,,Religious,Religious
2932,Cima,12034,0,Nilesat,,Religious,Religious
2933,AL NAHRAIN TV,12034,0,Nilesat,,Religious,Religious
2934,Al Araby 2 HD,12034,0,Nilesat,,Religious,Religious
2935,N Africa,12034,0,Nilesat,,Religious,Religious
2936,Jordan,12034,0,Nilesat,,Religious,Religious
2937,Jordan Sport HD,12034,0,Nilesat,,Religious,Religious
2938,Almasalah,12034,0,Nilesat,,Religious,Religious
2939,Iraq Now,12034,0,Nilesat,,Religious,Religious
2940,a Konoz Alhayat,12034,0,Nilesat,,Religious,Religious
2941,RT ARABIC SD,12034,0,Nilesat,,Religious,Religious
2942,AL Shams,12054,1,Nilesat,,Religious,Religious
2943,Oscar TV,12054,1,Nilesat,,Religious,Religious
2944,Al joumhouriya,12054,1,Nilesat,,Religious,Religious
2945,Al Masryia HD,12054,1,Nilesat,,Religious,Religious
2946,Nile TV,12054,1,Nilesat,,Religious,Religious
2947,Althanya,12054,1,Nilesat,,Religious,Religious
2948,Panorama Drama,12054,1,Nilesat,,Religious,Religious
2949,Panorama Drama 2,12054,1,Nilesat,,Religious,Religious
2950,Panorama Film,12054,1,Nilesat,,Religious,Religious
2951,Panorama Food,12054,1,Nilesat,,Religious,Religious
2952,Test,12054,1,Nilesat,,Religious,Religious
2953,Al Nas,12054,1,Nilesat,,Religious,Religious
2954,AL NADA TV,12054,1,Nilesat,,Religious,Religious
2955,Test,12054,1,Nilesat,,Religious,Religious
2956,AL-Anbar,12054,1,Nilesat,,Religious,Religious
2957,Al-Majd3,12054,1,Nilesat,,Religious,Religious
2958,OSNtv Mezze,12073,0,Nilesat,,Religious,Religious
2959,OSNtv Now,12073,0,Nilesat,,Religious,Religious
2960,OSNtv Movies Hollywood,12073,0,Nilesat,,Religious,Religious
2961,CNN HD,12073,0,Nilesat,,Religious,Religious
2962,Animal Planet HD,12073,0,Nilesat,,Religious,Religious
2963,OSNtv Kids,12073,0,Nilesat,,Religious,Religious
2964,Cartoon Network HD,12073,0,Nilesat,,Religious,Religious
2965,OSNtv Comedy,12073,0,Nilesat,,Religious,Religious
2966,OSNtv Yahala,12073,0,Nilesat,,Religious,Religious
2967,Fatafeat,12073,0,Nilesat,,Religious,Religious
2968,OSN,12073,0,Nilesat,,Religious,Religious
2969,OSN Test,12073,0,Nilesat,,Religious,Religious
2970,dmc HD,12092,1,Nilesat,,Religious,Religious
2971,dmc,12092,1,Nilesat,,Religious,Religious
2972,CBC HD,12092,1,Nilesat,,Religious,Religious
2973,Zamalek Sports,12092,1,Nilesat,,Religious,Religious
2974,dmc drama,12092,1,Nilesat,,Religious,Religious
2975,Extra Live SD,12092,1,Nilesat,,Religious,Religious
2976,Test,12092,1,Nilesat,,Religious,Religious
2977,dmc masraheyat,12092,1,Nilesat,,Religious,Religious
2978,Oman TV General HD,12130,1,Nilesat,,Religious,Religious
2979,Oman TV Sport HD,12130,1,Nilesat,,Religious,Religious
2980,Oman TV Live HD,12130,1,Nilesat,,Religious,Religious
2981,Oman TV Culture HD,12130,1,Nilesat,,Religious,Religious
2982,Oman TV General SD,12130,1,Nilesat,,Religious,Religious
2983,Saudi TV,12149,0,Nilesat,,Religious,Religious
2984,Thikrayatt,12149,0,Nilesat,,Religious,Religious
2985,SBC,12149,0,Nilesat,,Religious,Religious
2986,Al Ekhbaria,12149,0,Nilesat,,Religious,Religious
2987,Saudia Alaan TV,12149,0,Nilesat,,Religious,Religious
2988,Saudi CH For Quran,12149,0,Nilesat,,Religious,Religious
2989,Saudi CH For Sunnah,12149,0,Nilesat,,Religious,Religious
2990,KSA SPORTS 1,12149,0,Nilesat,,Religious,Religious
2991,KSA SPORTS 2,12149,0,Nilesat,,Religious,Religious
2992,KSA SPORTS 3,12149,0,Nilesat,,Religious,Religious
2993,beIN SPORTS XTRA 4,12188,0,Nilesat,,Religious,Religious
2994,beIN SPORTS 9,12188,0,Nilesat,,Religious,Religious
2995,beIN SPORTS NEWS,12188,0,Nilesat,,Religious,Religious
2996,beIN SPORTS XTRA 1,12188,0,Nilesat,,Religious,Religious
2997,beIN SPORTS XTRA 2,12188,0,Nilesat,,Religious,Religious
2998,beIN SPORTS MAX 1,12188,0,Nilesat,,Religious,Religious
2999,beIN SPORTS MAX 6,12188,0,Nilesat,,Religious,Religious
3000,beIN SPORTS MAX 5,12188,0,Nilesat,,Religious,Religious
3001,beIN SPORTS 5,12188,0,Nilesat,,Religious,Religious
3002,BBC Arabic,12207,1,Nilesat,,Misc,Misc
3003,ALhayat,12207,1,Nilesat,,Misc,Misc
3004,Test,12207,1,Nilesat,,Misc,Misc
3005,France 24,12207,1,Nilesat,,Misc,Misc
3006,Alhayat We Alnas,12207,1,Nilesat,,Misc,Misc
3007,AlHayat HD,12207,1,Nilesat,,Misc,Misc
3008,AlHayat 3,12207,1,Nilesat,,Misc,Misc
3009,Al Aoula inter,12207,1,Nilesat,,Misc,Misc
3010,AlHayat Sport,12207,1,Nilesat,,Misc,Misc
3011,A TV,12207,1,Nilesat,,Misc,Misc
3012,Al Alam Syria,12207,1,Nilesat,,Misc,Misc
3013,ALSahraa HD,12207,1,Nilesat,,Misc,Misc
3014,ALhayah ALaan,12207,1,Nilesat,,Misc,Misc
3015,Madrastna 3,12207,1,Nilesat,,Misc,Misc
3016,Rotana Music,12226,0,Nilesat,,Misc,Misc
3017,Rotana Clip,12226,0,Nilesat,,Misc,Misc
3018,Rotana Khalijia,12226,0,Nilesat,,Misc,Misc
3019,Rotana Classic,12226,0,Nilesat,,Misc,Misc
3020,Rotana Drama,12226,0,Nilesat,,Misc,Misc
3021,Rotana Cinema EGY,12226,0,Nilesat,,Misc,Misc
3022,Rotana Cinema KSA,12226,0,Nilesat,,Misc,Misc
3023,LBC SAT,12226,0,Nilesat,,Misc,Misc
3024,AL Resala,12226,0,Nilesat,,Misc,Misc
3025,Rotana Cinema EGY HD,12226,0,Nilesat,,Misc,Misc
3026,Test,12226,0,Nilesat,,Misc,Misc
3027,beIN SPORTS EN 1,12245,1,Nilesat,,Misc,Misc
3028,beIN SPORTS EN 2,12245,1,Nilesat,,Misc,Misc
3029,beIN SPORTS FR 1,12245,1,Nilesat,,Misc,Misc
3030,beIN SPORTS FR 2,12245,1,Nilesat,,Misc,Misc
3031,SAUDI TV HD,12284,1,Nilesat,,Misc,Misc
3032,Thikrayat HD,12284,1,Nilesat,,Misc,Misc
3033,SBC HD,12284,1,Nilesat,,Misc,Misc
3034,Al Ekhbaria HD,12284,1,Nilesat,,Misc,Misc
3035,Saudia Alaan TV HD,12284,1,Nilesat,,Misc,Misc
3036,SAUDI CH For Quran HD,12284,1,Nilesat,,Misc,Misc
3037,SAUDI CH For Sunnah HD,12284,1,Nilesat,,Misc,Misc
3038,KSA SPORT1 HD,12284,1,Nilesat,,Misc,Misc
